1NETVIEW|HD|RETAILSID|001|20200120021838|228399,,,,,,,,,,,,,,,,,
00|HSBA_MXS_VOBB-VOBB-CBJ_V1002|U|OPTICAL|1|IN=CBJ_V1002,,0.822,NPEALCBJ21,1,8/2/2.822,NB=NPEALCBJ21,1,1/2/1.3208,IBSE01.PUJ,1,13/0/3.3208,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1002|U|OPTICAL|1|IN=CBJ_V1002,,0.822,NPEALCBJ21,1,8/2/2.822,NB=NPEALCBJ21,1,1/2/1.3208,IBSE01.PUJ,1,13/0/3.3208,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1002|U|OPTICAL|1|IN=CBJ_V1002,0,0/2/0.822,NPEALCBJ21,1,7/2/2.822,NB=NPEALCBJ21,1,1/2/1.3208,IBSE01.PUJ,1,13/0/3.3208,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1002|U|OPTICAL|1|IN=CBJ_V1002,0,0/2/0.822,NPEALCBJ21,1,7/2/2.822,NB=NPEALCBJ21,1,1/2/1.3208,IBSE01.PUJ,1,13/0/3.3208,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1003|U|OPTICAL|1|IN=CBJ_V1003,0,0/2/0.822,NPEALCBJ21,1,7/2/3.822,NB=NPEALCBJ21,1,1/2/1.3209,IBSE01.PUJ,1,13/0/3.3209,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1003|U|OPTICAL|1|IN=CBJ_V1003,0,0/2/0.822,NPEALCBJ21,1,7/2/3.822,NB=NPEALCBJ21,1,1/2/1.3209,IBSE01.PUJ,1,13/0/3.3209,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1004|U|OPTICAL|1|IN=CBJ_V1004,,0.822,NPEALCBJ21,1,8/2/4.822,NB=NPEALCBJ21,1,1/2/1.3210,IBSE01.PUJ,1,13/0/3.3210,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1004|U|OPTICAL|1|IN=CBJ_V1004,,0.822,NPEALCBJ21,1,8/2/4.822,NB=NPEALCBJ21,1,1/2/1.3210,IBSE01.PUJ,1,13/0/3.3210,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1004|U|OPTICAL|1|IN=CBJ_V1004,0,0/2/0.822,NPEALCBJ21,1,7/2/4.822,NB=NPEALCBJ21,1,1/2/1.3210,IBSE01.PUJ,1,13/0/3.3210,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1004|U|OPTICAL|1|IN=CBJ_V1004,0,0/2/0.822,NPEALCBJ21,1,7/2/4.822,NB=NPEALCBJ21,1,1/2/1.3210,IBSE01.PUJ,1,13/0/3.3210,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1005|U|OPTICAL|1|IN=CBJ_V1005,,0.822,NPEALCBJ21,1,8/2/10.822,NB=NPEALCBJ21,1,1/2/1.3211,IBSE01.PUJ,1,13/0/3.3211,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1005|U|OPTICAL|1|IN=CBJ_V1005,,0.822,NPEALCBJ21,1,8/2/10.822,NB=NPEALCBJ21,1,1/2/1.3211,IBSE01.PUJ,1,13/0/3.3211,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1005|U|OPTICAL|1|IN=CBJ_V1005,0,0/2/0.822,NPEALCBJ21,1,7/2/10.822,NB=NPEALCBJ21,1,1/2/1.3211,IBSE01.PUJ,1,13/0/3.3211,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1005|U|OPTICAL|1|IN=CBJ_V1005,0,0/2/0.822,NPEALCBJ21,1,7/2/10.822,NB=NPEALCBJ21,1,1/2/1.3211,IBSE01.PUJ,1,13/0/3.3211,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1006|U|OPTICAL|1|IN=CBJ_V1006,,0.822,NPEALCBJ21,1,8/2/6.822,NB=NPEALCBJ21,1,1/2/1.3212,IBSE01.PUJ,1,13/0/3.3212,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1006|U|OPTICAL|1|IN=CBJ_V1006,,0.822,NPEALCBJ21,1,8/2/6.822,NB=NPEALCBJ21,1,1/2/1.3212,IBSE01.PUJ,1,13/0/3.3212,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1006|U|OPTICAL|1|IN=CBJ_V1006,0,0/2/0.822,NPEALCBJ21,1,7/2/6.822,NB=NPEALCBJ21,1,1/2/1.3212,IBSE01.PUJ,1,13/0/3.3212,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1006|U|OPTICAL|1|IN=CBJ_V1006,0,0/2/0.822,NPEALCBJ21,1,7/2/6.822,NB=NPEALCBJ21,1,1/2/1.3212,IBSE01.PUJ,1,13/0/3.3212,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1008|U|OPTICAL|1|IN=CBJ_V1008,,0.822,NPEALCBJ21,1,8/2/8.822,NB=NPEALCBJ21,1,1/2/1.3214,IBSE01.PUJ,1,13/0/3.3214,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1008|U|OPTICAL|1|IN=CBJ_V1008,,0.822,NPEALCBJ21,1,8/2/8.822,NB=NPEALCBJ21,1,1/2/1.3214,IBSE01.PUJ,1,13/0/3.3214,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1008|U|OPTICAL|1|IN=CBJ_V1008,0,0/2/0.822,NPEALCBJ21,1,7/2/8.822,NB=NPEALCBJ21,1,1/2/1.3214,IBSE01.PUJ,1,13/0/3.3214,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1008|U|OPTICAL|1|IN=CBJ_V1008,0,0/2/0.822,NPEALCBJ21,1,7/2/8.822,NB=NPEALCBJ21,1,1/2/1.3214,IBSE01.PUJ,1,13/0/3.3214,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1009|U|OPTICAL|1|IN=CBJ_V1009,,0.822,NPEALCBJ21,1,8/2/5.822,NB=NPEALCBJ21,1,1/2/1.3215,IBSE01.PUJ,1,13/0/3.3215,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1009|U|OPTICAL|1|IN=CBJ_V1009,,0.822,NPEALCBJ21,1,8/2/5.822,NB=NPEALCBJ21,1,1/2/1.3215,IBSE01.PUJ,1,13/0/3.3215,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1009|U|OPTICAL|1|IN=CBJ_V1009,0,0/19/0.822,NPEALCBJ21,1,7/2/5.822,NB=NPEALCBJ21,1,1/2/1.3215,IBSE01.PUJ,1,13/0/3.3215,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1009|U|OPTICAL|1|IN=CBJ_V1009,0,0/19/0.822,NPEALCBJ21,1,7/2/5.822,NB=NPEALCBJ21,1,1/2/1.3215,IBSE01.PUJ,1,13/0/3.3215,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1010|U|OPTICAL|1|IN=CBJ_V1010,,0.822,NPEALCBJ21,1,10/2/1.822,NB=NPEALCBJ21,1,1/2/1.3216,IBSE01.PUJ,1,13/0/3.3216,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1010|U|OPTICAL|1|IN=CBJ_V1010,,0.822,NPEALCBJ21,1,10/2/1.822,NB=NPEALCBJ21,1,1/2/1.3216,IBSE01.PUJ,1,13/0/3.3216,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1010|U|OPTICAL|1|IN=CBJ_V1010,0,0/2/0.822,NPEALCBJ21,1,9/2/1.822,NB=NPEALCBJ21,1,1/2/1.3216,IBSE01.PUJ,1,13/0/3.3216,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1010|U|OPTICAL|1|IN=CBJ_V1010,0,0/2/0.822,NPEALCBJ21,1,9/2/1.822,NB=NPEALCBJ21,1,1/2/1.3216,IBSE01.PUJ,1,13/0/3.3216,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1011|U|OPTICAL|1|IN=CBJ_V1011,,0.822,NPEALCBJ21,1,8/2/9.822,NB=NPEALCBJ21,1,1/2/1.3217,IBSE01.PUJ,1,13/0/3.3217,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1011|U|OPTICAL|1|IN=CBJ_V1011,,0.822,NPEALCBJ21,1,8/2/9.822,NB=NPEALCBJ21,1,1/2/1.3217,IBSE01.PUJ,1,13/0/3.3217,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1011|U|OPTICAL|1|IN=CBJ_V1011,0,0/2/0.822,NPEALCBJ21,1,7/2/9.822,NB=NPEALCBJ21,1,1/2/1.3217,IBSE01.PUJ,1,13/0/3.3217,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1011|U|OPTICAL|1|IN=CBJ_V1011,0,0/2/0.822,NPEALCBJ21,1,7/2/9.822,NB=NPEALCBJ21,1,1/2/1.3217,IBSE01.PUJ,1,13/0/3.3217,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1012|U|OPTICAL|1|IN=CBJ_V1012,,0.822,NPEALCBJ21,1,10/2/2.822,NB=NPEALCBJ21,1,1/2/1.3218,IBSE01.PUJ,1,13/0/3.3218,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1012|U|OPTICAL|1|IN=CBJ_V1012,,0.822,NPEALCBJ21,1,10/2/2.822,NB=NPEALCBJ21,1,1/2/1.3218,IBSE01.PUJ,1,13/0/3.3218,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1012|U|OPTICAL|1|IN=CBJ_V1012,0,0/19/0.822,NPEALCBJ21,1,9/2/3.822,NB=NPEALCBJ21,1,1/2/1.3218,IBSE01.PUJ,1,13/0/3.3218,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1012|U|OPTICAL|1|IN=CBJ_V1012,0,0/19/0.822,NPEALCBJ21,1,9/2/3.822,NB=NPEALCBJ21,1,1/2/1.3218,IBSE01.PUJ,1,13/0/3.3218,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1013|U|OPTICAL|1|IN=CBJ_V1013,,0.822,NPEALCBJ21,1,10/2/3.822,NB=NPEALCBJ21,1,1/2/1.3219,IBSE01.PUJ,1,13/0/3.3219,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1013|U|OPTICAL|1|IN=CBJ_V1013,,0.822,NPEALCBJ21,1,10/2/3.822,NB=NPEALCBJ21,1,1/2/1.3219,IBSE01.PUJ,1,13/0/3.3219,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1013|U|OPTICAL|1|IN=CBJ_V1013,0,0/19/0.822,NPEALCBJ21,1,9/2/6.822,NB=NPEALCBJ21,1,1/2/1.3219,IBSE01.PUJ,1,13/0/3.3219,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1013|U|OPTICAL|1|IN=CBJ_V1013,0,0/19/0.822,NPEALCBJ21,1,9/2/6.822,NB=NPEALCBJ21,1,1/2/1.3219,IBSE01.PUJ,1,13/0/3.3219,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1014|U|OPTICAL|1|IN=CBJ_V1014,,0.822,NPEALCBJ21,1,10/2/4.822,NB=NPEALCBJ21,1,1/2/1.3220,IBSE01.PUJ,1,13/0/3.3220,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1014|U|OPTICAL|1|IN=CBJ_V1014,,0.822,NPEALCBJ21,1,10/2/4.822,NB=NPEALCBJ21,1,1/2/1.3220,IBSE01.PUJ,1,13/0/3.3220,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1014|U|OPTICAL|1|IN=CBJ_V1014,0,0/19/0.822,NPEALCBJ21,1,9/2/7.822,NB=NPEALCBJ21,1,1/2/1.3220,IBSE01.PUJ,1,13/0/3.3220,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1014|U|OPTICAL|1|IN=CBJ_V1014,0,0/19/0.822,NPEALCBJ21,1,9/2/7.822,NB=NPEALCBJ21,1,1/2/1.3220,IBSE01.PUJ,1,13/0/3.3220,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1015|U|OPTICAL|1|IN=CBJ_V1015,,0.822,NPEALCBJ21,1,10/2/5.822,NB=NPEALCBJ21,1,1/2/1.3221,IBSE01.PUJ,1,13/0/3.3221,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1015|U|OPTICAL|1|IN=CBJ_V1015,,0.822,NPEALCBJ21,1,10/2/5.822,NB=NPEALCBJ21,1,1/2/1.3221,IBSE01.PUJ,1,13/0/3.3221,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1015|U|OPTICAL|1|IN=CBJ_V1015,0,0/19/0.822,NPEALCBJ21,1,9/2/8.822,NB=NPEALCBJ21,1,1/2/1.3221,IBSE01.PUJ,1,13/0/3.3221,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1015|U|OPTICAL|1|IN=CBJ_V1015,0,0/19/0.822,NPEALCBJ21,1,9/2/8.822,NB=NPEALCBJ21,1,1/2/1.3221,IBSE01.PUJ,1,13/0/3.3221,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1016|U|OPTICAL|1|IN=CBJ_V1016,,0.822,NPEALCBJ21,1,10/2/6.822,NB=NPEALCBJ21,1,1/2/1.3222,IBSE01.PUJ,1,13/0/3.3222,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1016|U|OPTICAL|1|IN=CBJ_V1016,,0.822,NPEALCBJ21,1,10/2/6.822,NB=NPEALCBJ21,1,1/2/1.3222,IBSE01.PUJ,1,13/0/3.3222,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1016|U|OPTICAL|1|IN=CBJ_V1016,0,0/19/0.822,NPEALCBJ21,1,9/2/9.822,NB=NPEALCBJ21,1,1/2/1.3222,IBSE01.PUJ,1,13/0/3.3222,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-CBJ_V1016|U|OPTICAL|1|IN=CBJ_V1016,0,0/19/0.822,NPEALCBJ21,1,9/2/9.822,NB=NPEALCBJ21,1,1/2/1.3222,IBSE01.PUJ,1,13/0/3.3222,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G009|U|OPTICAL|1|ON=KIN_G009,1,NTA/5.822,NPEZTKIN21,1,4/1.822,NB=NPEZTKIN21,1,1/2.3206,IBSE01.PUJ,1,13/0/0.3206,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G009|U|OPTICAL|1|ON=KIN_G009,1,NTA/5.822,NPEZTKIN21,1,4/1.822,NB=NPEZTKIN21,1,1/2.3206,IBSE01.PUJ,1,13/0/0.3206,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G010|U|OPTICAL|1|ON=KIN_G010,1,NTA/5.822,NPEZTKIN21,1,4/2.822,NB=NPEZTKIN21,1,1/2.3204,IBSE01.PUJ,1,13/0/0.3204,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G010|U|OPTICAL|1|ON=KIN_G010,1,NTA/5.822,NPEZTKIN21,1,4/2.822,NB=NPEZTKIN21,1,1/2.3204,IBSE01.PUJ,1,13/0/0.3204,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G011|U|OPTICAL|1|ON=KIN_G011,1,NTA/5.822,NPEZTKIN21,1,4/3.822,NB=NPEZTKIN21,1,1/2.3202,IBSE01.PUJ,1,13/0/0.3202,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G011|U|OPTICAL|1|ON=KIN_G011,1,NTA/5.822,NPEZTKIN21,1,4/3.822,NB=NPEZTKIN21,1,1/2.3202,IBSE01.PUJ,1,13/0/0.3202,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G012|U|OPTICAL|1|ON=KIN_G012,1,NTA/5.822,NPEZTKIN21,1,4/4.822,NB=NPEZTKIN21,1,1/2.3235,IBSE01.PUJ,1,13/0/0.3235,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G012|U|OPTICAL|1|ON=KIN_G012,1,NTA/5.822,NPEZTKIN21,1,4/4.822,NB=NPEZTKIN21,1,1/2.3235,IBSE01.PUJ,1,13/0/0.3235,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G014|U|OPTICAL|1|ON=KIN_G014,1,NTA/5.822,NPEZTKIN21,1,5/2.822,NB=NPEZTKIN21,1,1/2.3244,IBSE01.PUJ,1,13/0/0.3244,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G014|U|OPTICAL|1|ON=KIN_G014,1,NTA/5.822,NPEZTKIN21,1,5/2.822,NB=NPEZTKIN21,1,1/2.3244,IBSE01.PUJ,1,13/0/0.3244,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G016|U|OPTICAL|1|ON=KIN_G016,1,NTA/6.822,NPEZTKIN21,1,5/4.822,NB=NPEZTKIN21,1,1/2.3249,IBSE01.PUJ,1,13/0/0.3249,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G016|U|OPTICAL|1|ON=KIN_G016,1,NTA/6.822,NPEZTKIN21,1,5/4.822,NB=NPEZTKIN21,1,1/2.3249,IBSE01.PUJ,1,13/0/0.3249,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G017|U|OPTICAL|1|ON=KIN_G017,1,NTA/5.822,NPEZTKIN23,1,4/1.822,NB=NPEZTKIN23,1,1/2.3200,IBSE01.PUJ,1,14/0/3.3200,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G017|U|OPTICAL|1|ON=KIN_G017,1,NTA/5.822,NPEZTKIN23,1,4/1.822,NB=NPEZTKIN23,1,1/2.3200,IBSE01.PUJ,1,14/0/3.3200,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G018|U|OPTICAL|1|ON=KIN_G018,1,NTA/5.822,NPEZTKIN23,1,4/2.822,NB=NPEZTKIN23,1,1/2.3201,IBSE01.PUJ,1,14/0/3.3201,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G018|U|OPTICAL|1|ON=KIN_G018,1,NTA/5.822,NPEZTKIN23,1,4/2.822,NB=NPEZTKIN23,1,1/2.3201,IBSE01.PUJ,1,14/0/3.3201,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G019|U|OPTICAL|1|ON=KIN_G019,1,NTA/5.822,NPEZTKIN23,1,4/3.822,NB=NPEZTKIN23,1,1/2.3202,IBSE01.PUJ,1,14/0/3.3202,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G019|U|OPTICAL|1|ON=KIN_G019,1,NTA/5.822,NPEZTKIN23,1,4/3.822,NB=NPEZTKIN23,1,1/2.3202,IBSE01.PUJ,1,14/0/3.3202,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G020|U|OPTICAL|1|ON=KIN_G020,1,NTA/5.822,NPEZTKIN23,1,4/4.822,NB=NPEZTKIN23,1,1/2.3203,IBSE01.PUJ,1,14/0/3.3203,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G020|U|OPTICAL|1|ON=KIN_G020,1,NTA/5.822,NPEZTKIN23,1,4/4.822,NB=NPEZTKIN23,1,1/2.3203,IBSE01.PUJ,1,14/0/3.3203,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G021|U|OPTICAL|1|ON=KIN_G021,1,NTA/5.822,NPEZTKIN23,1,5/1.822,NB=NPEZTKIN23,1,1/2.3204,IBSE01.PUJ,1,14/0/3.3204,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G021|U|OPTICAL|1|ON=KIN_G021,1,NTA/5.822,NPEZTKIN23,1,5/1.822,NB=NPEZTKIN23,1,1/2.3204,IBSE01.PUJ,1,14/0/3.3204,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G022|U|OPTICAL|1|ON=KIN_G022,1,NTA/6.822,NPEZTKIN21,1,6/1.822,NB=NPEZTKIN21,1,1/2.3252,IBSE01.PUJ,1,13/0/0.3252,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_G022|U|OPTICAL|1|ON=KIN_G022,1,NTA/6.822,NPEZTKIN21,1,6/1.822,NB=NPEZTKIN21,1,1/2.3252,IBSE01.PUJ,1,13/0/0.3252,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_V1001|U|OPTICAL|1|IN=KIN_V1001,0,0/3/0.822,NPEZTKIN21,1,7/21.822,NB=NPEZTKIN21,1,1/2.3242,IBSE01.PUJ,1,13/0/0.3242,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_V1001|U|OPTICAL|1|IN=KIN_V1001,0,0/3/0.822,NPEZTKIN21,1,7/21.822,NB=NPEZTKIN21,1,1/2.3242,IBSE01.PUJ,1,13/0/0.3242,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_V1002|U|OPTICAL|1|IN=KIN_V1002,,0.822,NPEZTKIN21,1,8/39.822,NB=NPEZTKIN21,1,1/2.3207,IBSE01.PUJ,1,13/0/0.3207,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_V1002|U|OPTICAL|1|IN=KIN_V1002,,0.822,NPEZTKIN21,1,8/39.822,NB=NPEZTKIN21,1,1/2.3207,IBSE01.PUJ,1,13/0/0.3207,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_MXS_VOBB-VOBB-KIN_V1003|U|OPTICAL|1|IN=KIN_V1003,,0.822,NPEZTKIN21,1,7/25.822,NB=NPEZTKIN21,1,1/2.3203,IBSE01.PUJ,1,13/0/0.3203,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
