1NETVIEW|HD|RETAILSID|001|20200120021838|228399,,,,,,,,,,,,,,,,,
00|HSBA_RTVOB-VOBB-PUJ_V1001|U|OPTICAL|1|IN=PUJ_V1001,1,1/9/3.820,NPEALPUJ21,1,3/2/1.820,NB=NPEALPUJ21,1,1/2/1.3523,IBSE01.PUJ,1,14/0/1.3523,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_RTVOB-VOBB-PUJ_V1001|U|OPTICAL|1|IN=PUJ_V1001,1,1/9/3.820,NPEALPUJ21,1,3/2/1.820,NB=NPEALPUJ21,1,1/2/1.3523,IBSE01.PUJ,1,14/0/1.3523,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_RTVOB-VOBB-SDG_V1023|U|OPTICAL|1|IN=SDG_V1023,1,1/9/3.820,NPEZTSDG23,1,8/13.820,NB=NPEZTSDG23,1,1/2.3250,IBSE01.PUJ,1,10/0/4.3250,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_RTVOB-VOBB-SDG_V1023|U|OPTICAL|1|IN=SDG_V1023,1,1/9/3.820,NPEZTSDG23,1,8/13.820,NB=NPEZTSDG23,1,1/2.3250,IBSE01.PUJ,1,10/0/4.3250,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_RTVOB-VOBB-USJ_G006|U|OPTICAL|1|ON=USJ_G006,0,19/0.820,NPEALUSJ21,1,6/1/1.820,NB=NPEALUSJ21,1,1/2/1.3329,IBSE01.PUJ,1,14/0/0.3329,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_RTVOB-VOBB-USJ_G006|U|OPTICAL|1|ON=USJ_G006,0,19/0.820,NPEALUSJ21,1,6/1/1.820,NB=NPEALUSJ21,1,1/2/1.3329,IBSE01.PUJ,1,14/0/0.3329,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_RTVOB-VOBB-USJ_G009|U|OPTICAL|1|ON=USJ_G009,0,19/0.820,NPEALUSJ21,1,9/1/1.820,NB=NPEALUSJ21,1,1/2/1.3333,IBSE01.PUJ,1,14/0/0.3333,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_RTVOB-VOBB-USJ_G009|U|OPTICAL|1|ON=USJ_G009,0,19/0.820,NPEALUSJ21,1,9/1/1.820,NB=NPEALUSJ21,1,1/2/1.3333,IBSE01.PUJ,1,14/0/0.3333,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_RTVOB-VOBB-USJ_G017|U|OPTICAL|1|ON=USJ_G017,0,19/1.820,NPEALUSJ23,1,6/2/1.820,NB=NPEALUSJ23,1,1/2/1.3245,IBSE01.PUJ,1,13/0/2.3245,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_RTVOB-VOBB-USJ_G017|U|OPTICAL|1|ON=USJ_G017,0,19/1.820,NPEALUSJ23,1,6/2/1.820,NB=NPEALUSJ23,1,1/2/1.3245,IBSE01.PUJ,1,13/0/2.3245,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_RTVOB-VOBB-USJ_G018|U|OPTICAL|1|ON=USJ_G018,1,NTA/5.820,NPEALUSJ23,1,7/1/1.820,NB=NPEALUSJ23,1,1/2/1.3246,IBSE01.PUJ,1,13/0/2.3246,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_RTVOB-VOBB-USJ_G018|U|OPTICAL|1|ON=USJ_G018,1,NTA/5.820,NPEALUSJ23,1,7/1/1.820,NB=NPEALUSJ23,1,1/2/1.3246,IBSE01.PUJ,1,13/0/2.3246,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_RTVOB-VOBB-USJ_V1007|U|OPTICAL|1|IN=USJ_V1007,,0.82,NPEALUSJ21,1,8/2/7.820,NB=NPEALUSJ21,1,1/2/1.3327,IBSE01.PUJ,1,14/0/0.3327,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_RTVOB-VOBB-USJ_V1007|U|OPTICAL|1|IN=USJ_V1007,,0.82,NPEALUSJ21,1,8/2/7.820,NB=NPEALUSJ21,1,1/2/1.3327,IBSE01.PUJ,1,14/0/0.3327,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBA_RTVOB-VOBB-USJ_V1007|U|OPTICAL|1|IN=USJ_V1007,1,1/9/3.820,NPEALUSJ21,1,7/2/7.820,NB=NPEALUSJ21,1,1/2/1.3327,IBSE01.PUJ,1,14/0/0.3327,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBA_RTVOB-VOBB-USJ_V1007|U|OPTICAL|1|IN=USJ_V1007,1,1/9/3.820,NPEALUSJ21,1,7/2/7.820,NB=NPEALUSJ21,1,1/2/1.3327,IBSE01.PUJ,1,14/0/0.3327,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G001|U|OPTICAL|1|ON=CBJ_G001,1,11/1.500,NPEALCBJ21,1,3/2/1.500,NB=NPEALCBJ21,1,1/2/1.100,IBSE01.PUJ,1,13/0/3.100,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G001|U|OPTICAL|1|ON=CBJ_G001,1,11/1.500,NPEALCBJ21,1,3/2/1.500,NB=NPEALCBJ21,1,1/2/1.100,IBSE01.PUJ,1,13/0/3.100,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G001|U|OPTICAL|1|ON=CBJ_G001,1,NTA/1.500,NPEALCBJ21,1,3/2/1.500,NB=NPEALCBJ21,1,1/2/1.100,IBSE01.PUJ,1,13/0/3.100,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G001|U|OPTICAL|1|ON=CBJ_G001,1,NTA/1.500,NPEALCBJ21,1,3/2/1.500,NB=NPEALCBJ21,1,1/2/1.100,IBSE01.PUJ,1,13/0/3.100,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G002|U|OPTICAL|1|ON=CBJ_G002,1,NTA/1.500,NPEALCBJ21,1,4/2/1.500,NB=NPEALCBJ21,1,1/2/1.101,IBSE01.PUJ,1,13/0/3.101,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G002|U|OPTICAL|1|ON=CBJ_G002,1,NTA/1.500,NPEALCBJ21,1,4/2/1.500,NB=NPEALCBJ21,1,1/2/1.101,IBSE01.PUJ,1,13/0/3.101,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G004|U|OPTICAL|1|ON=CBJ_G004,1,NTA/5.500,NPEALCBJ21,1,6/1/1.500,NB=NPEALCBJ21,1,1/2/1.103,IBSE01.PUJ,1,13/0/3.103,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G004|U|OPTICAL|1|ON=CBJ_G004,1,NTA/5.500,NPEALCBJ21,1,6/1/1.500,NB=NPEALCBJ21,1,1/2/1.103,IBSE01.PUJ,1,13/0/3.103,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G005|U|OPTICAL|1|ON=CBJ_G005,1,NTA/5.500,NPEALCBJ21,1,7/1/1.500,NB=NPEALCBJ21,1,1/2/1.104,IBSE01.PUJ,1,13/0/3.104,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G005|U|OPTICAL|1|ON=CBJ_G005,1,NTA/5.500,NPEALCBJ21,1,7/1/1.500,NB=NPEALCBJ21,1,1/2/1.104,IBSE01.PUJ,1,13/0/3.104,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G006|U|OPTICAL|1|ON=CBJ_G006,1,NTA/5.500,NPEALCBJ21,1,8/1/1.500,NB=NPEALCBJ21,1,1/2/1.105,IBSE01.PUJ,1,13/0/3.105,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G006|U|OPTICAL|1|ON=CBJ_G006,1,NTA/5.500,NPEALCBJ21,1,8/1/1.500,NB=NPEALCBJ21,1,1/2/1.105,IBSE01.PUJ,1,13/0/3.105,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G007|U|OPTICAL|1|ON=CBJ_G007,1,NTA/5.500,NPEALCBJ21,1,9/1/1.500,NB=NPEALCBJ21,1,1/2/1.106,IBSE01.PUJ,1,13/0/3.106,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G007|U|OPTICAL|1|ON=CBJ_G007,1,NTA/5.500,NPEALCBJ21,1,9/1/1.500,NB=NPEALCBJ21,1,1/2/1.106,IBSE01.PUJ,1,13/0/3.106,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G012|U|OPTICAL|1|ON=CBJ_G012,,0.5,NPEALCBJ21,1,Lag-5.500,NB=NPEALCBJ21,1,1/2/1.131,IBSE01.PUJ ,1,13/0/3.131,,,,,,
00|HSBB_UNIFI-HSI-CBJ_G013|U|OPTICAL|1|ON=CBJ_G013,,0.5,NPEALCBJ21,1,Lag-6.500,NB=NPEALCBJ21,1,1/2/1.132,IBSE01.PUJ,1,13/0/3.132,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G013|U|OPTICAL|1|ON=CBJ_G013,,0.5,NPEALCBJ21,1,Lag-6.500,NB=NPEALCBJ21,1,1/2/1.132,IBSE01.PUJ,1,13/0/3.132,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G014|U|OPTICAL|1|ON=CBJ_G014,,0.5,NPEALCBJ21,1,Lag-7.500,NB=NPEALCBJ21,1,1/2/1.133,IBSE01.PUJ,1,13/0/3.133,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_G014|U|OPTICAL|1|ON=CBJ_G014,,0.5,NPEALCBJ21,1,Lag-7.500,NB=NPEALCBJ21,1,1/2/1.133,IBSE01.PUJ,1,13/0/3.133,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1001|U|OPTICAL|1|IN=CBJ_V1001,,0.5,NPEALCBJ21,1,8/2/1.500,NB=NPEALCBJ21,1,1/2/1.107,IBSE01.PUJ,1,13/0/3.107,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1001|U|OPTICAL|1|IN=CBJ_V1001,,0.5,NPEALCBJ21,1,8/2/1.500,NB=NPEALCBJ21,1,1/2/1.107,IBSE01.PUJ,1,13/0/3.107,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1001|U|OPTICAL|1|IN=CBJ_V1001,0,0/2/0.500,NPEALCBJ21,1,7/2/1.500,NB=NPEALCBJ21,1,1/2/1.107,IBSE01.PUJ,1,13/0/3.107,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1001|U|OPTICAL|1|IN=CBJ_V1001,0,0/2/0.500,NPEALCBJ21,1,7/2/1.500,NB=NPEALCBJ21,1,1/2/1.107,IBSE01.PUJ,1,13/0/3.107,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1002|U|OPTICAL|1|IN=CBJ_V1002,,0.5,NPEALCBJ21,1,8/2/2.500,NB=NPEALCBJ21,1,1/2/1.108,IBSE01.PUJ,1,13/0/3.108,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1002|U|OPTICAL|1|IN=CBJ_V1002,,0.5,NPEALCBJ21,1,8/2/2.500,NB=NPEALCBJ21,1,1/2/1.108,IBSE01.PUJ,1,13/0/3.108,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1002|U|OPTICAL|1|IN=CBJ_V1002,0,0/2/0.500,NPEALCBJ21,1,7/2/2.500,NB=NPEALCBJ21,1,1/2/1.108,IBSE01.PUJ,1,13/0/3.108,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1002|U|OPTICAL|1|IN=CBJ_V1002,0,0/2/0.500,NPEALCBJ21,1,7/2/2.500,NB=NPEALCBJ21,1,1/2/1.108,IBSE01.PUJ,1,13/0/3.108,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1003|U|OPTICAL|1|IN=CBJ_V1003,,0.5,NPEALCBJ21,1,8/2/3.500,NB=NPEALCBJ21,1,1/2/1.109,IBSE01.PUJ,1,13/0/3.109,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1003|U|OPTICAL|1|IN=CBJ_V1003,,0.5,NPEALCBJ21,1,8/2/3.500,NB=NPEALCBJ21,1,1/2/1.109,IBSE01.PUJ,1,13/0/3.109,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1003|U|OPTICAL|1|IN=CBJ_V1003,0,0/2/0.500,NPEALCBJ21,1,7/2/3.500,NB=NPEALCBJ21,1,1/2/1.109,IBSE01.PUJ,1,13/0/3.109,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1003|U|OPTICAL|1|IN=CBJ_V1003,0,0/2/0.500,NPEALCBJ21,1,7/2/3.500,NB=NPEALCBJ21,1,1/2/1.109,IBSE01.PUJ,1,13/0/3.109,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1004|U|OPTICAL|1|IN=CBJ_V1004,,0.5,NPEALCBJ21,1,8/2/4.500,NB=NPEALCBJ21,1,1/2/1.110,IBSE01.PUJ,1,13/0/3.110,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1004|U|OPTICAL|1|IN=CBJ_V1004,,0.5,NPEALCBJ21,1,8/2/4.500,NB=NPEALCBJ21,1,1/2/1.110,IBSE01.PUJ,1,13/0/3.110,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1004|U|OPTICAL|1|IN=CBJ_V1004,0,0/2/0.500,NPEALCBJ21,1,7/2/4.500,NB=NPEALCBJ21,1,1/2/1.110,IBSE01.PUJ,1,13/0/3.110,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1004|U|OPTICAL|1|IN=CBJ_V1004,0,0/2/0.500,NPEALCBJ21,1,7/2/4.500,NB=NPEALCBJ21,1,1/2/1.110,IBSE01.PUJ,1,13/0/3.110,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1005|U|OPTICAL|1|IN=CBJ_V1005,,0.5,NPEALCBJ21,1,8/2/10.500,NB=NPEALCBJ21,1,1/2/1.111,IBSE01.PUJ,1,13/0/3.111,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1005|U|OPTICAL|1|IN=CBJ_V1005,,0.5,NPEALCBJ21,1,8/2/10.500,NB=NPEALCBJ21,1,1/2/1.111,IBSE01.PUJ,1,13/0/3.111,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1005|U|OPTICAL|1|IN=CBJ_V1005,0,0/2/0.500,NPEALCBJ21,1,7/2/10.500,NB=NPEALCBJ21,1,1/2/1.111,IBSE01.PUJ,1,13/0/3.111,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1005|U|OPTICAL|1|IN=CBJ_V1005,0,0/2/0.500,NPEALCBJ21,1,7/2/10.500,NB=NPEALCBJ21,1,1/2/1.111,IBSE01.PUJ,1,13/0/3.111,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1006|U|OPTICAL|1|IN=CBJ_V1006,,0.5,NPEALCBJ21,1,8/2/6.500,NB=NPEALCBJ21,1,1/2/1.112,IBSE01.PUJ,1,13/0/3.112,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1006|U|OPTICAL|1|IN=CBJ_V1006,,0.5,NPEALCBJ21,1,8/2/6.500,NB=NPEALCBJ21,1,1/2/1.112,IBSE01.PUJ,1,13/0/3.112,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1006|U|OPTICAL|1|IN=CBJ_V1006,0,0/2/0.500,NPEALCBJ21,1,7/2/6.500,NB=NPEALCBJ21,1,1/2/1.112,IBSE01.PUJ,1,13/0/3.112,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1006|U|OPTICAL|1|IN=CBJ_V1006,0,0/2/0.500,NPEALCBJ21,1,7/2/6.500,NB=NPEALCBJ21,1,1/2/1.112,IBSE01.PUJ,1,13/0/3.112,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1007|U|OPTICAL|1|IN=CBJ_V1007,,0.5,NPEALCBJ21,1,8/2/7.500,NB=NPEALCBJ21,1,1/2/1.113,IBSE01.PUJ,1,13/0/3.113,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1007|U|OPTICAL|1|IN=CBJ_V1007,,0.5,NPEALCBJ21,1,8/2/7.500,NB=NPEALCBJ21,1,1/2/1.113,IBSE01.PUJ,1,13/0/3.113,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1007|U|OPTICAL|1|IN=CBJ_V1007,0,0/2/0.500,NPEALCBJ21,1,7/2/7.500,NB=NPEALCBJ21,1,1/2/1.113,IBSE01.PUJ,1,13/0/3.113,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1007|U|OPTICAL|1|IN=CBJ_V1007,0,0/2/0.500,NPEALCBJ21,1,7/2/7.500,NB=NPEALCBJ21,1,1/2/1.113,IBSE01.PUJ,1,13/0/3.113,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1008|U|OPTICAL|1|IN=CBJ_V1008,,0.5,NPEALCBJ21,1,8/2/8.500,NB=NPEALCBJ21,1,1/2/1.114,IBSE01.PUJ,1,13/0/3.114,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1008|U|OPTICAL|1|IN=CBJ_V1008,,0.5,NPEALCBJ21,1,8/2/8.500,NB=NPEALCBJ21,1,1/2/1.114,IBSE01.PUJ,1,13/0/3.114,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1008|U|OPTICAL|1|IN=CBJ_V1008,0,0/2/0.500,NPEALCBJ21,1,7/2/8.500,NB=NPEALCBJ21,1,1/2/1.114,IBSE01.PUJ,1,13/0/3.114,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1008|U|OPTICAL|1|IN=CBJ_V1008,0,0/2/0.500,NPEALCBJ21,1,7/2/8.500,NB=NPEALCBJ21,1,1/2/1.114,IBSE01.PUJ,1,13/0/3.114,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1009|U|OPTICAL|1|IN=CBJ_V1009,,0.5,NPEALCBJ21,1,8/2/5.500,NB=NPEALCBJ21,1,1/2/1.115,IBSE01.PUJ,1,13/0/3.115,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1009|U|OPTICAL|1|IN=CBJ_V1009,,0.5,NPEALCBJ21,1,8/2/5.500,NB=NPEALCBJ21,1,1/2/1.115,IBSE01.PUJ,1,13/0/3.115,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1009|U|OPTICAL|1|IN=CBJ_V1009,0,0/19/0.500,NPEALCBJ21,1,7/2/5.500,NB=NPEALCBJ21,1,1/2/1.115,IBSE01.PUJ,1,13/0/3.115,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1009|U|OPTICAL|1|IN=CBJ_V1009,0,0/19/0.500,NPEALCBJ21,1,7/2/5.500,NB=NPEALCBJ21,1,1/2/1.115,IBSE01.PUJ,1,13/0/3.115,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1010|U|OPTICAL|1|IN=CBJ_V1010,,0.5,NPEALCBJ21,1,10/2/1.500,NB=NPEALCBJ21,1,1/2/1.116,IBSE01.PUJ,1,13/0/3.116,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1010|U|OPTICAL|1|IN=CBJ_V1010,,0.5,NPEALCBJ21,1,10/2/1.500,NB=NPEALCBJ21,1,1/2/1.116,IBSE01.PUJ,1,13/0/3.116,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1010|U|OPTICAL|1|IN=CBJ_V1010,0,0/2/0.500,NPEALCBJ21,1,9/2/1.500,NB=NPEALCBJ21,1,1/2/1.116,IBSE01.PUJ,1,13/0/3.116,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1010|U|OPTICAL|1|IN=CBJ_V1010,0,0/2/0.500,NPEALCBJ21,1,9/2/1.500,NB=NPEALCBJ21,1,1/2/1.116,IBSE01.PUJ,1,13/0/3.116,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1011|U|OPTICAL|1|IN=CBJ_V1011,,0.5,NPEALCBJ21,1,8/2/9.500,NB=NPEALCBJ21,1,1/2/1.117,IBSE01.PUJ,1,13/0/3.117,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1011|U|OPTICAL|1|IN=CBJ_V1011,,0.5,NPEALCBJ21,1,8/2/9.500,NB=NPEALCBJ21,1,1/2/1.117,IBSE01.PUJ,1,13/0/3.117,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1011|U|OPTICAL|1|IN=CBJ_V1011,0,0/2/0.500,NPEALCBJ21,1,7/2/9.500,NB=NPEALCBJ21,1,1/2/1.117,IBSE01.PUJ,1,13/0/3.117,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1011|U|OPTICAL|1|IN=CBJ_V1011,0,0/2/0.500,NPEALCBJ21,1,7/2/9.500,NB=NPEALCBJ21,1,1/2/1.117,IBSE01.PUJ,1,13/0/3.117,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1012|U|OPTICAL|1|IN=CBJ_V1012,,0.5,NPEALCBJ21,1,10/2/2.500,NB=NPEALCBJ21,1,1/2/1.118,IBSE01.PUJ,1,13/0/3.118,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1012|U|OPTICAL|1|IN=CBJ_V1012,,0.5,NPEALCBJ21,1,10/2/2.500,NB=NPEALCBJ21,1,1/2/1.118,IBSE01.PUJ,1,13/0/3.118,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1012|U|OPTICAL|1|IN=CBJ_V1012,0,0/19/0.500,NPEALCBJ21,1,9/2/3.500,NB=NPEALCBJ21,1,1/2/1.118,IBSE01.PUJ,1,13/0/3.118,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1012|U|OPTICAL|1|IN=CBJ_V1012,0,0/19/0.500,NPEALCBJ21,1,9/2/3.500,NB=NPEALCBJ21,1,1/2/1.118,IBSE01.PUJ,1,13/0/3.118,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1013|U|OPTICAL|1|IN=CBJ_V1013,,0.5,NPEALCBJ21,1,10/2/3.500,NB=NPEALCBJ21,1,1/2/1.119,IBSE01.PUJ,1,13/0/3.119,BM=IBSE01.PUJ,1,5/0/0.0,HGW21.BAT,1,3/1/7.0
00|HSBB_UNIFI-HSI-CBJ_V1013|U|OPTICAL|1|IN=CBJ_V1013,,0.5,NPEALCBJ21,1,10/2/3.500,NB=NPEALCBJ21,1,1/2/1.119,IBSE01.PUJ,1,13/0/3.119,BM=IBSE01.PUJ,1,6/0/0.0,HGW21.KLG,1,3/1/7.0
